;importance;stddev;p_value;n;p99_high;p99_low
numFix AU09_r AU04_r AU01_r V1;0.26034344678254145;0.05348515248025963;0.00020224359037938636;5;0.3704701149827634;0.15021677858231955
numFix AU17_r tempSD AU15_r AU01_r;0.2603008947313393;0.025159135496578295;1.0343586760496447e-05;5;0.31210390245500086;0.20849788700767782
numFix AU17_r AU15_r AU01_r bvpMean;0.26026435051783003;0.021434957238532785;5.4713621587179654e-06;5;0.3043992237345622;0.2161294773010979
numFix AU17_r AU15_r AU01_r hrMean;0.2600751992003831;0.02405458365490325;8.682392942808231e-06;5;0.3096039194155068;0.21054647898525933
numFix AU17_r AU15_r AU01_r V1;0.25997520349485465;0.027496924105758828;1.4795846505991928e-05;5;0.3165917502764912;0.20335865671321807
numFix AU17_r AU15_r AU01_r V17;0.2594468549447403;0.02365332736734191;8.19896249468623e-06;5;0.30814938291782396;0.21074432697165663
numFix AU09_r AU01_r V16 hrMean;0.25929719695449116;0.05114073333909981;0.00017252901216664065;5;0.3645966737397489;0.1539977201692334
numFix AU09_r AU01_r infoProcess meanFixDur;0.2592842355839407;0.052400979282715594;0.0001897343544776602;5;0.3671785761855534;0.15138989498232802
numFix AU17_r AU15_r AU01_r V5;0.2591285811746245;0.02543236617935951;1.099283485810616e-05;5;0.3114941746505819;0.20676298769866713
numFix AU17_r tempSD AU09_r AU15_r;0.25908804139045416;0.03943246831414519;6.244705870955121e-05;5;0.3402800386639104;0.17789604411699794
numFix AU09_r AU01_r infoProcess hrMean;0.25898735984789495;0.0550979743624954;0.00023165704873922288;5;0.37243485059520764;0.14553986910058225
numFix tempSD AU09_r AU01_r V2;0.258811416221518;0.041751690055953146;7.852761336526178e-05;5;0.3447787231164078;0.1728441093266282
AU17_r AU09_r AU15_r AU01_r V2;0.2587660376008157;0.036075175845949915;4.4178859282738737e-05;5;0.33304532327954467;0.1844867519220867
V18 numFix tempSD AU15_r AU01_r;0.25865053249943026;0.022032801054479866;6.257724378259615e-06;5;0.3040163743962771;0.21328469060258343
numFix AU09_r AU01_r V2 V17;0.2585571818505521;0.050890444321637904;0.00017115657467666015;5;0.36334131008949394;0.15377305361161026
V18 AU17_r AU15_r AU01_r meanFixDur;0.2583577006174924;0.015566748840691513;1.5739393278650541e-06;5;0.29040985163580996;0.22630554959917487
numFix AU09_r AU01_r bvpMean V1;0.2583389410937427;0.05011480022137132;0.00016173467517531235;5;0.3615260074096949;0.15515187477779052
V18 numFix AU17_r AU04_r V16;0.2576428259449692;0.02175722172854765;6.0451149280813515e-06;5;0.30244124620081053;0.21284440568912785
numFix AU09_r AU01_r V16 V17;0.2576251008913243;0.04999960299852835;0.00016202887462327904;5;0.360574974533248;0.15467522724940058
V18 AU17_r AU09_r AU15_r V1;0.2575215661282447;0.027472736585358662;1.5309918515532207e-05;5;0.31408831047107033;0.20095482178541912
numFix AU09_r AU01_r V5 V16;0.2575064874361641;0.04634088539379696;0.00012060396813729089;5;0.3529230109610946;0.16208996391123365
V18 numFix AU17_r AU15_r V30;0.25749344370835575;0.019117257673383778;3.61937680330356e-06;5;0.2968561414864338;0.2181307459302777
V18 AU17_r AU09_r AU15_r infoProcess;0.2574915356173676;0.03107627637847382;2.4972247950883005e-05;5;0.3214780182004302;0.193505053034305
numFix AU09_r AU01_r V2 meanFixDur;0.2573365309099419;0.05040258118466332;0.0001679163160958025;5;0.36111614220686794;0.15355691961301587
V18 numFix AU15_r AU01_r V40;0.2573251962462172;0.024945212969155747;1.046595079245548e-05;5;0.3086877345291921;0.20596265796324226
numFix AU09_r AU01_r V1 hrMean;0.257160187721857;0.05341058677326109;0.0002110089767438497;5;0.36713332410076127;0.1471870513429527
numFix tempSD AU09_r AU01_r V1;0.25643134675925977;0.04294676509988854;9.098056990727267e-05;5;0.344859329687305;0.16800336383121456
numFix AU09_r AU01_r bvpMean V30;0.2564282775107327;0.05113185346765993;0.00018005444789669607;5;0.36170947051796287;0.15114708450350253
numFix tempSD AU09_r AU01_r V16;0.2559846363117743;0.04232113566077612;8.647508259443699e-05;5;0.3431244395775693;0.16884483304597936
V18 numFix AU15_r AU01_r meanFixDur;0.25594368773632925;0.021647380536733134;6.082665646496859e-06;5;0.3005159434600579;0.2113714320126006
numFix AU09_r AU01_r meanFixDur V16;0.2557915214691482;0.048317558860857875;0.00014577148932328726;5;0.3552780429832878;0.1563049999550086
numFix AU09_r AU01_r infoProcess V17;0.25578957691026966;0.05420806878983982;0.00022821090994245788;5;0.3674047397836824;0.14417441403685693
numFix AU09_r AU04_r AU01_r V30;0.25577055511594643;0.05249843279023351;0.00020153670546254284;5;0.3638655538364891;0.14767555639540375
numFix AU17_r AU09_r AU15_r hrMean;0.25575802469821185;0.043017922325399284;9.252414858558712e-05;5;0.3443325213370811;0.1671835280593426
V18 AU17_r AU09_r AU15_r bvpMean;0.2554968525560799;0.025913109130216;1.2525180357304027e-05;5;0.3088523024124245;0.2021414026997353
numFix AU09_r AU01_r infoProcess V5;0.25541529296014753;0.051090217905275875;0.0001822736541892096;5;0.36061075776896434;0.15021982815133073
numFix AU09_r AU01_r V2 bvpSD;0.25531187235741354;0.047697238489740154;0.0001396129299822288;5;0.3535211456536831;0.157102599061144
numFix AU17_r AU09_r AU15_r bvpMean;0.2552283384651693;0.04050801268211085;7.365158087310238e-05;5;0.33863489645786976;0.17182178047246882
numFix AU17_r AU15_r AU01_r meanFixDur;0.25520222750062244;0.026432111246930984;1.3613958214235118e-05;5;0.30962630988865475;0.2007781451125901
numFix AU17_r AU15_r AU01_r V40;0.25514181654139867;0.026450643206670347;1.3664748858764882e-05;5;0.30960405649067324;0.2006795765921241
numFix AU09_r AU01_r V2 V40;0.2549369009991039;0.051573976405907156;0.00019047523808394745;5;0.3611284312469735;0.14874537075123423
numFix AU09_r AU04_r AU01_r bvpMean;0.25484013737009975;0.04977659648754214;0.0001661251411394606;5;0.3573308375236253;0.15234943721657418
V18 AU17_r AU15_r AU04_r V2;0.2548112172386479;0.01617739566027471;1.939148604232265e-06;5;0.28812069849852323;0.2215017359787726
numFix AU09_r AU01_r infoProcess V40;0.2545489428208116;0.05341123367156764;0.0002195597126283785;5;0.36452341117227016;0.144574474469353
numFix tempSD AU09_r AU04_r AU01_r;0.2543861158395875;0.04018676026469652;7.231442512329056e-05;5;0.33713121066465157;0.1716410210145234
V18 numFix AU15_r AU01_r bvpSD;0.254322043989065;0.02280361586254729;7.673949193146826e-06;5;0.3012750042295155;0.2073690837486145
numFix AU09_r AU01_r infoProcess bvpSD;0.25431436419349296;0.0504971958677043;0.0001771227346518904;5;0.35828878843051426;0.15033993995647166
V18 AU17_r AU09_r AU15_r V17;0.2542174752263754;0.02854779867501211;1.8766485500276534e-05;5;0.3129977872707346;0.1954371631820162
numFix AU17_r AU09_r AU15_r V17;0.25421149697353634;0.044064742068963006;0.00010412717541277263;5;0.3449414099329897;0.16348158401408297
numFix AU17_r AU09_r AU15_r V5;0.254115298671572;0.04356599519367285;9.972809700390785e-05;5;0.34381828492138855;0.16441231242175544
numFix AU09_r AU01_r V16 V40;0.25395863055504125;0.04891296721120341;0.0001572694948535678;5;0.3546711060919603;0.15324615501812225
V18 AU17_r AU04_r AU01_r V16;0.25381927852969366;0.015269338822742222;1.56412344705691e-06;5;0.2852590582104103;0.22237949884897698
V18 AU17_r AU15_r AU01_r;0.2537648874366088;0.014276149768769028;1.1969308641641955e-06;5;0.2831596771278631;0.2243700977453545
AU17_r AU09_r AU15_r AU01_r infoProcess;0.2537621765269264;0.03855486852309078;6.202126944430393e-05;5;0.3331471837008835;0.17437716935296935
V18 AU17_r AU09_r AU15_r V5;0.2537121741546456;0.029769703126659088;2.2334868594070763e-05;5;0.31500840435346017;0.192415943955831
numFix tempSD AU09_r AU01_r bvpMean;0.2536138226544665;0.043025099690027664;9.569574915507394e-05;5;0.3422030975863073;0.16502454772262576
V18 AU17_r AU15_r AU01_r V30;0.25317845973142294;0.012898052000861663;8.055070805084911e-07;5;0.2797357270712207;0.2266211923916252
numFix AU17_r AU15_r AU01_r bvpSD;0.25313396145127537;0.023223128741026677;8.40629067562428e-06;5;0.30095070450679906;0.20531721839575165
numFix AU09_r AU01_r V16 bvpSD;0.2525881064646239;0.04651609280284203;0.00013199428958658198;5;0.3483653844664019;0.15681082846284583
numFix AU17_r AU09_r AU15_r meanFixDur;0.2524830273679893;0.04547393604769653;0.0001209897406937342;5;0.34611449020678564;0.15885156452919294
V18 numFix AU15_r AU01_r V30;0.2522534604627514;0.024911209329918756;1.1266413760156849e-05;5;0.3035459847825571;0.20096093614294563
numFix AU09_r AU01_r V1 V5;0.25220960077362103;0.04917386799276802;0.0001649583636718972;5;0.3534592746258136;0.15095992692142848
numFix AU17_r AU09_r AU15_r V40;0.2521845929668437;0.045724189785064415;0.000124191210619989;5;0.3463313317097547;0.15803785422393268
V18 AU17_r AU09_r AU15_r V40;0.2521437439389983;0.027406353037119607;1.6488573715493568e-05;5;0.3085738036384815;0.19571368423951507
numFix AU09_r AU04_r AU01_r hrMean;0.25207485859662404;0.05509258686048005;0.00025719946165482743;5;0.36551125640282395;0.13863846079042413
V18 numFix AU09_r AU04_r V16;0.2520063874606052;0.02843382377983509;1.912229922651409e-05;5;0.31055202362049444;0.193460751300716
numFix AU09_r AU01_r V1 V17;0.2517991692664093;0.05176308608633106;0.00020275025970333763;5;0.35838007896004526;0.1452182595727733
numFix AU09_r AU01_r V1 meanFixDur;0.2517484282487568;0.05134983229151072;0.0001966774867366879;5;0.3574784426670833;0.14601841383043035
numFix AU09_r AU01_r V30 hrMean;0.2515557086450506;0.0531966673955347;0.00022631877370245175;5;0.3610883820685363;0.14202303522156495
V18 AU17_r AU09_r AU15_r hrMean;0.2512984557580248;0.02472224913926727;1.1096609284581623e-05;5;0.3022019084335717;0.20039500308247785
numFix AU09_r AU01_r bvpMean hrMean;0.25116674410727413;0.05260679564385248;0.00021802930813608464;5;0.35948486344115205;0.1428486247733962
V18 AU17_r AU15_r AU04_r V5;0.2510774798167558;0.017807016748986017;3.015836635312163e-06;5;0.2877423734220448;0.21441258621146686
V18 AU17_r AU15_r AU04_r V17;0.2509965604179657;0.014239105305813748;1.2375981958059704e-06;5;0.2803150750479862;0.2216780457879452
V18 AU17_r AU15_r AU04_r V1;0.2508650249366963;0.014454979757024866;1.316954045599626e-06;5;0.2806280280454625;0.22110202182793012
V18 numFix AU09_r V2 V16;0.2505691063250294;0.03085738698641334;2.7050577085849143e-05;5;0.3141048926244665;0.18703332002559223
V18 AU09_r AU04_r AU01_r V16;0.2505647094011449;0.018347804155554374;3.425622116692033e-06;5;0.2883430917510344;0.2127863270512554
numFix AU09_r AU01_r V2;0.2502104943714962;0.05028516499732276;0.00018564590926924607;5;0.35374834411582384;0.1466726446271685
numFix AU09_r AU04_r AU01_r V5;0.25010291920852534;0.0495232327935358;0.00017521548693894153;5;0.3520719400142335;0.1481338984028172
numFix AU09_r AU01_r V30 meanFixDur;0.2500785003024208;0.05022311234088409;0.00018513523255037694;5;0.35348858276948236;0.1466684178353592
V18 AU17_r AU15_r AU04_r bvpMean;0.25005091088632747;0.015567208122700744;1.7933679415063632e-06;5;0.28210400757265;0.21799781420000497
numFix AU09_r AU01_r V30 V5;0.2496228464745193;0.04970896515408696;0.00017912741018824257;5;0.35197429277769626;0.14727140017134233
V18 numFix AU17_r tempSD AU04_r;0.24939658950130195;0.018731910507834106;3.7904246602509084e-06;5;0.28796585213944936;0.2108273268631545
numFix AU17_r AU09_r AU15_r V30;0.24939183508265872;0.04331740944918414;0.0001049618563427895;5;0.3385829798487529;0.16020069031656453
V18 AU17_r AU15_r AU04_r infoProcess;0.24913517719274533;0.017901752786751553;3.177161887385698e-06;5;0.2859951336091847;0.21227522077630592
V18 AU17_r AU15_r AU04_r hrMean;0.24912780559596226;0.0160604794435299;2.0612170698641505e-06;5;0.2821965547496062;0.21605905644231835
numFix AU09_r AU01_r infoProcess;0.24908041771817585;0.052724500213275925;0.00022717595100815114;5;0.3576408923873467;0.140519943049005
V18 numFix AU15_r AU01_r;0.24907425229669128;0.023555373440468673;9.485594609120676e-06;5;0.2975750917804758;0.20057341281290675
numFix AU09_r AU04_r AU01_r V17;0.24882118724393712;0.05155097876251759;0.00020898928143868304;5;0.3549653650262064;0.14267700946166784
numFix AU09_r AU04_r AU01_r meanFixDur;0.2487231283832571;0.05007358875346766;0.0001869126920115053;5;0.35182533971719265;0.14562091704932156
numFix AU09_r AU01_r bvpMean V5;0.2486706029894691;0.0480157149528153;0.00015882918379259847;5;0.3475356237250229;0.14980558225391533
numFix AU09_r AU01_r bvpMean V17;0.2486254633203401;0.05103864836728823;0.00020164104189110489;5;0.3537147457376736;0.14353618090300663
numFix AU09_r AU01_r V16;0.24837249281235224;0.04847748399184612;0.00016564711700982034;5;0.34818830238159687;0.1485566832431076
AU17_r AU09_r AU15_r AU01_r bvpMean;0.24831801293207087;0.02868668176112564;2.099814210597171e-05;5;0.3073842871703061;0.18925173869383569
V18 AU17_r AU15_r AU04_r V40;0.248293896584253;0.014333209973948005;1.3266725264573087e-06;5;0.27780617402662666;0.21878161914187932
numFix AU09_r AU01_r V1 V40;0.2482931275566333;0.05156333114651354;0.00021091953837090775;5;0.35446273906827835;0.14212351604498824
V18 numFix AU09_r V1 V16;0.24810819451747027;0.030055687347574644;2.5343894328740202e-05;5;0.309993270179872;0.18622311885506854
numFix AU09_r AU01_r V1 bvpSD;0.24804502048719762;0.04992443038124983;0.00018672847462717135;5;0.3508401126711489;0.14524992830324637
AU17_r tempSD AU09_r AU15_r AU01_r;0.24803602722867968;0.03530685108795642;4.7963982509555364e-05;5;0.3207333216113234;0.17533873284603596
numFix AU09_r AU01_r bvpMean bvpSD;0.24782669544242894;0.04723001220539164;0.00015090976501987177;5;0.34507394336147135;0.1505794475233865
V18 AU09_r AU01_r V2 V16;0.2475695989217112;0.01952826816281587;4.6073642648392005e-06;5;0.2877785729782986;0.20736062486512383
numFix AU09_r AU01_r bvpMean meanFixDur;0.24718490758228562;0.049013794009688035;0.000176171421041852;5;0.3481049868908589;0.14626482827371234
numFix tempSD AU09_r AU01_r meanFixDur;0.24714218170322894;0.04172648077218867;9.391005117697528e-05;5;0.33305758233441835;0.16122678107203953
AU17_r AU09_r AU15_r AU01_r V1;0.2471329393227771;0.03623519876996585;5.39056237298908e-05;5;0.3217417144138068;0.17252416423174743
numFix AU09_r AU01_r V30 V17;0.24695909724471887;0.05205251358380233;0.0002234349280965073;5;0.35413594215596134;0.1397822523334764
V18 AU17_r AU09_r AU15_r V30;0.24694849076125838;0.027976900455163024;1.9433829501441454e-05;5;0.30455331548029635;0.18934366604222042
numFix AU17_r AU09_r AU15_r bvpSD;0.24664045137488078;0.04169515215330273;9.438351268045604e-05;5;0.33249134594677654;0.16078955680298504
numFix AU17_r AU15_r AU01_r;0.2465679970678319;0.024581005161563012;1.1697679916812593e-05;5;0.2971806264410865;0.19595536769457725
V18 numFix AU09_r infoProcess V16;0.24646014300183755;0.032471738580974116;3.533712279883687e-05;5;0.3133199015471856;0.17960038445648951
numFix AU09_r AU01_r V30 bvpSD;0.24632047209097765;0.04881241028280248;0.00017575029992461885;5;0.34682589952247467;0.1458150446594806
numFix AU09_r AU04_r AU01_r V40;0.24599037526604112;0.05191837013036133;0.00022460987254478788;5;0.352891016952589;0.13908973357949322
numFix AU09_r AU01_r V30 V40;0.24593707826439126;0.05164669057374853;0.00022026260086802394;5;0.3522783279888629;0.13959582853991964
numFix AU17_r AU15_r AU01_r V30;0.24588569728723667;0.02738510080500252;1.816171375615963e-05;5;0.30227199834705376;0.18949939622741957
numFix AU09_r AU01_r V5 hrMean;0.24567334348244768;0.050372766409719064;0.0002007113102104441;5;0.34939156574567953;0.14195512121921583
numFix AU09_r AU01_r bvpMean V40;0.2455229847314814;0.05012062863199375;0.00019729911362005446;5;0.3487220518254624;0.1423239176375004
AU17_r AU09_r AU15_r AU01_r V5;0.24533675959861118;0.033721090256874295;4.1771112037400364e-05;5;0.3147689505125129;0.17590456868470944
numFix AU09_r AU04_r AU01_r bvpSD;0.2451887054100091;0.04852530560604221;0.00017486601968472887;5;0.3451029803438484;0.14527443047616978
V18 AU17_r tempSD AU04_r AU01_r;0.2450144286240113;0.022942562272754593;9.118472170441934e-06;5;0.2922534814435221;0.1977753758045005
numFix AU09_r AU01_r hrMean V17;0.24472080400979784;0.05349332125545136;0.00025734884235200815;5;0.35486429183104395;0.1345773161885517
V18 AU17_r AU09_r AU15_r meanFixDur;0.24469305792775797;0.02977511004673949;2.5797783060848268e-05;5;0.30600042104974967;0.18338569480576625
V18 numFix AU09_r AU04_r V2;0.24462887221704682;0.03372845468514779;4.228708952587935e-05;5;0.3140762265905509;0.17518151784354274
numFix tempSD AU09_r AU01_r hrMean;0.24459932353513558;0.04401451235513205;0.00012056536126164707;5;0.3352258128195626;0.15397283425070857
numFix tempSD AU09_r AU01_r bvpSD;0.2445753559911025;0.041026550468979815;9.155239118739856e-05;5;0.32904959045392;0.16010112152828498
AU17_r AU09_r AU15_r AU01_r V17;0.24411205707169908;0.03459929840916682;4.71573595532302e-05;5;0.3153524907092977;0.17287162343410045
V18 numFix AU09_r V1 V2;0.24407974583842112;0.03249951547723223;3.6843821319907815e-05;5;0.31099669739708213;0.17716279427976012
numFix AU09_r AU01_r meanFixDur hrMean;0.24400578511351795;0.051930721007137075;0.0002320035725806243;5;0.35093185742605437;0.13707971280098152
AU17_r AU09_r AU15_r AU01_r hrMean;0.24394758073440298;0.03376485531407846;4.293803232060484e-05;5;0.31346988450598545;0.1744252769628205
V18 numFix AU17_r AU04_r V2;0.24394730778808116;0.024962951358140677;1.2976021705500613e-05;5;0.2953463696591467;0.19254824591701566
V18 AU17_r AU09_r AU15_r bvpSD;0.2438412101203924;0.026562657375997344;1.6634067821838295e-05;5;0.29853408879251164;0.18914833144827317
V18 numFix AU09_r bvpMean V16;0.24382582716307902;0.029372349148731762;2.4789080282988878e-05;5;0.3043039000293256;0.1833477542968324
AU17_r AU09_r AU15_r AU01_r V40;0.24382465613053758;0.035678926497921225;5.3483447479434125e-05;5;0.3172880589249275;0.17036125333614766
numFix AU09_r AU01_r V1;0.2437956059299471;0.05100114259982801;0.00021700591880806895;5;0.3488076634536952;0.138783548406199
V18 numFix AU09_r AU04_r V1;0.2437157016262121;0.03326198832046395;4.0619119110169975e-05;5;0.3122025953075818;0.17522880794484236
numFix AU17_r AU09_r AU15_r;0.24368586903700895;0.04388870894391694;0.00012098112547191029;5;0.33405332735895615;0.15331841071506175
V18 AU09_r AU01_r bvpMean V16;0.2436454312067739;0.023217620761807115;9.776400155142241e-06;5;0.2914508332569562;0.19584002915659163
V18 numFix AU04_r AU01_r V16;0.24354270852698717;0.023347516526773415;1.0012450860309605e-05;5;0.29161556775258535;0.19546984930138903
AU17_r AU09_r AU15_r AU01_r V30;0.24342608676897157;0.03988392210919344;8.346745803239583e-05;5;0.3255476336461867;0.16130453989175642
